051256849-36;Renato B E Lacerda;RLace051;Lac300
108834162-60;Eric B A Souza;ESouz108;Sou941
081847802-62;Leonardo C B Fernandes;LFern081;Fer997
074444197-27;Joao D D Mozany;JMoza074;Moz809
049763971-53;Ian A G Matos;IMato049;Mat204
080048067-17;Vinicius C C Abdalla;VAbda080;Abd829
090234484-47;Leonardo D D Viçoso;LViço090;Viç108
110763177-60;Dario B G Lutkenhaus;DLutk110;Lut795
046868872-38;Joao C E Silva;JSilv046;Sil815
047629536-39;Stephany C E Oliveira;SOliv047;Oli897
086479331-84;Helena C C Assis;HAssi086;Ass352
059073438-35;Eric A D Lacerda;ELace059;Lac425
044477671-68;Erik C F Viçoso;EViço044;Viç134
074641395-81;Joao A D Vianna;JVian074;Via444
069122638-67;Raissa F F Ritschel;RRits069;Rit586
083404595-76;Erckson F B Guerra;EGuer083;Gue892
075041307-91;Renato A B Leão;RLeão075;Leã291
073105214-89;Fabio F G Abdalla;FAbda073;Abd275
079094842-95;Ian F D Ramos;IRamo079;Ram364
104281366-79;Geovanna G B Mozany;GMoza104;Moz515
075026409-58;Erckson A E Guerra;EGuer075;Gue298
060888626-78;Larissa E G Couto;LCout060;Cou472
086383377-57;Fabio C D Ritschel;FRits086;Rit182
086653374-16;Erik C A Ramos;ERamo086;Ram912
078275725-84;Erckson A A Viçoso;EViço078;Viç265
073081527-98;Clarissa A A Abdalla;CAbda073;Abd173
045929693-69;Albert D A Fraga;AFrag045;Fra791
041897450-24;Vinicius G F Fraga;VFrag041;Fra221
057566143-30;Clarissa G C Couto;CCout057;Cou787
108473534-85;Gustavo E G Freire;GFrei108;Fre483
100904356-02;Joao A D Batista;JBati100;Bat124
113040200-40;Felipe D B Soares;FSoar113;Soa205
046139653-23;Weslley D B Mozany;WMoza046;Moz510
083581587-22;Ian A E Assis;IAssi083;Ass710
102435107-60;Helena D A Alves;HAlve102;Alv876
107723298-60;Geovanna F D Guimarães;GGuim107;Gui378
054311955-94;Raissa E D Mayrink;RMayr054;May285
106376612-97;Luis E G Amaral;LAmar106;Ama784
049348003-35;Maria C A Freire;MFrei049;Fre461
050822471-62;Joao C E Soares;JSoar050;Soa102
078651430-67;Arthur G D Souza;ASouz078;Sou395
088190667-77;Arthur E A Alves;AAlve088;Alv886
105617792-86;Luis E F Soares;LSoar105;Soa918
079713940-51;Larissa C G Lutkenhaus;LLutk079;Lut524
092962833-98;Albert C E Guimarães;AGuim092;Gui763
086389367-40;Larissa F D Campos;LCamp086;Cam692
108501463-57;Luis D G Nunes;LNune108;Nun724
084141354-48;Joao D A Braga;JBrag084;Bra486
073154487-35;Arthur E A Assis;AAssi073;Ass303
069806147-46;Helena D A Silva;HSilv069;Sil663
113034541-57;Hugo D F Pires;HPire113;Pir104
080939830-78;Stephanie D A Ramos;SRamo080;Ram880
088071025-97;Clarissa G A Ramos;CRamo088;Ram560
083102604-21;Petrônio E G Lutkenhaus;PLutk083;Lut588
055783396-39;Carlos B A Souza;CSouz055;Sou303
064640002-48;Daniel B C Braga;DBrag064;Bra589
043260625-34;Renato B A Assis;RAssi043;Ass765
093234869-41;Joao G E Lacerda;JLace093;Lac768
086673796-86;Fabio F E Mayrink;FMayr086;May250
043027367-77;Renato B C Braga;RBrag043;Bra717
074352528-58;Erik F G Batista;EBati074;Bat916
113105506-18;Maria C C Ramos;MRamo113;Ram789
068811146-46;Ana B D Pinho;APinh068;Pin184
054167448-11;Ítalo E A Oliveira;ÍOliv054;Oli691
092685050-47;Geovanna C A Neves;GNeve092;Nev899
044352769-98;Stephanie B E Lacerda;SLace044;Lac795
050504145-59;Helena F B Ritschel;HRits050;Rit485
041219488-93;Pedro G B Ramos;PRamo041;Ram493
101661848-63;Dario F G Couto;DCout101;Cou321
105753978-41;Albert D E Lutkenhaus;ALutk105;Lut230
080092760-65;Arthur E B Neves;ANeve080;Nev891
050602053-03;Stephanie G G Abdalla;SAbda050;Abd881
075994198-68;Stephanie E D Matos;SMato075;Mat770
066160418-17;Geovanna A E Fernandes;GFern066;Fer413
052018901-72;Vinicius G G Guerra;VGuer052;Gue752
085168366-71;Hugo D C Pires;HPire085;Pir170
112642737-49;Erik C C Leão;ELeão112;Leã250
045425763-09;Stephanie B C Viçoso;SViço045;Viç731
085746340-52;Ronilson G A Pinho;RPinh085;Pin126
057697114-22;Ronilson F A Oliveira;ROliv057;Oli525
071183308-99;Leonardo F D Neves;LNeve071;Nev275
047661345-40;Erckson D G Ritschel;ERits047;Rit439
047527582-35;Ana C E Leite;ALeit047;Lei314
104908799-06;Pedro G F Pinho;PPinh104;Pin886
103957056-24;Ana D A Assis;AAssi103;Ass121
100967577-02;Gabriel C E Oliveira;GOliv100;Oli976
103930970-57;Ana F A Mozany;AMoza103;Moz676
069691644-90;Ana C G Assis;AAssi069;Ass586
081597906-89;Fabio E C Assis;FAssi081;Ass595
054549242-30;Renato A C Lutkenhaus;RLutk054;Lut427
058264872-34;Petrônio C A Abdalla;PAbda058;Abd631
075556644-81;Geovanna B B Ramos;GRamo075;Ram828
042056491-16;Joao F F Amaral;JAmar042;Ama778
086114778-66;Joao C D Pinho;JPinh086;Pin975
041544829-01;Guilherme C C Borges;GBorg041;Bor935
084930839-66;Geovanna C B Borges;GBorg084;Bor430
100680711-31;Albert D A Couto;ACout100;Cou884
079004865-24;Dario G A Batista;DBati079;Bat381
102906045-91;Eric A C Nascimento;ENasc102;Nas374
043273385-58;Carlos G C Abdalla;CAbda043;Abd715
064161316-95;Davi E C Lutkenhaus;DLutk064;Lut767
068141246-63;Stephany B F Soares;SSoar068;Soa651
078464010-50;Petrônio G E Pinho;PPinh078;Pin650
073064819-42;Carlos C E Silva;CSilv073;Sil738
052433814-44;Joao B D Nunes;JNune052;Nun692
092974614-54;Joao D E Mozany;JMoza092;Moz736
081562910-70;Gabriel D F Campos;GCamp081;Cam101
092488324-92;Joao F E Lima;JLima092;Lim454
104765069-87;Ítalo C F Pinho;ÍPinh104;Pin985
109753360-35;Carlos G B Fernandes;CFern109;Fer597
082607903-31;Guilherme G D Ritschel;GRits082;Rit269
065950321-05;Pedro E E Nunes;PNune065;Nun573
083573740-20;Dario C F Ritschel;DRits083;Rit380
071830326-62;Lucas G E Lacerda;LLace071;Lac325
109539590-27;Guilherme D B Pires;GPire109;Pir799
099795436-21;Geovanna F E Campos;GCamp099;Cam564
057163694-81;Weslley G D Cruz;WCruz057;Cru797
097282157-20;Dario E G Mayrink;DMayr097;May490
079033375-47;Gustavo A A Guimarães;GGuim079;Gui636
114341145-09;Pedro C F Cruz;PCruz114;Cru906
062900452-74;Arthur E C Soares;ASoar062;Soa843
075699904-22;Maria C C Guerra;MGuer075;Gue145
100259026-94;Raissa B G Abdalla;RAbda100;Abd994
063489131-13;Ítalo G F Amaral;ÍAmar063;Ama511
110943559-41;Stephany D A Lacerda;SLace110;Lac434
060724705-42;Weslley B G Ritschel;WRits060;Rit546
060919876-77;Lucas B E Abdalla;LAbda060;Abd808
061785862-98;Arthur G D Ritschel;ARits061;Rit450
068739026-53;Joao D E Ramos;JRamo068;Ram101
114056996-43;Petrônio C C Freire;PFrei114;Fre267
087221976-34;Helena G E Matos;HMato087;Mat804
090572922-48;Matheus F C Alves;MAlve090;Alv187
098113663-27;Ronilson C C Alves;RAlve098;Alv853
106273507-35;Arthur F E Neves;ANeve106;Nev984
041192136-56;Maria C C Moreira;MMore041;Mor443
042148878-58;Davi A F Souza;DSouz042;Sou695
096558152-25;Daniel F C Ritschel;DRits096;Rit353
079140680-76;Gabriel G G Fernandes;GFern079;Fer214
076884222-51;Matheus F C Silva;MSilv076;Sil146
045300711-97;Ana E F Campos;ACamp045;Cam275
097558046-53;Erckson B F Lacerda;ELace097;Lac858
080772747-19;Ronilson G E Borges;RBorg080;Bor590
071177492-47;Renato F B Alves;RAlve071;Alv582
054408495-30;Larissa F C Ramos;LRamo054;Ram325
082347338-26;Gustavo C E Ritschel;GRits082;Rit402
104446451-24;Renato B G Viçoso;RViço104;Viç480
043191033-36;Ítalo A E Ritschel;ÍRits043;Rit958
051122333-79;Geovanna D E Cruz;GCruz051;Cru701
071873285-15;Davi F E Pires;DPire071;Pir759
078249112-87;Eric E A Abdalla;EAbda078;Abd253
046743844-93;Leonardo B A Moreira;LMore046;Mor133
090170572-15;Erik E D Lutkenhaus;ELutk090;Lut426
057790121-54;Weslley E F Lima;WLima057;Lim826
112872095-00;Helena F C Lacerda;HLace112;Lac392
075040427-60;Lucas D C Lacerda;LLace075;Lac105
057995476-19;Hugo F C Assis;HAssi057;Ass807
109422339-68;Davi G F Souza;DSouz109;Sou658
104335005-81;Carlos F F Cruz;CCruz104;Cru563
099518428-37;Hugo G D Pinho;HPinh099;Pin676
087052718-53;Stephany G E Santos;SSant087;San350
091191248-79;Weslley G D Guimarães;WGuim091;Gui479
111395889-14;Erckson C D Campos;ECamp111;Cam191
064738737-26;Eric A A Nunes;ENune064;Nun458
057432385-62;Larissa F C Lutkenhaus;LLutk057;Lut338
082051737-86;Albert B F Fraga;AFrag082;Fra630
101013892-93;Gabriel C C Mozany;GMoza101;Moz288
107747335-11;Larissa E A Campos;LCamp107;Cam507
050279583-97;Maria C F Campos;MCamp050;Cam360
084511074-52;Weslley F G Freire;WFrei084;Fre185
063750397-96;Pedro B F Fraga;PFrag063;Fra650
040691789-18;Matheus G F Batista;MBati040;Bat989
047773679-81;Fabio F F Lacerda;FLace047;Lac290
101298653-47;Stephanie E D Gomes;SGome101;Gom914
062110079-02;Erik G E Cruz;ECruz062;Cru188
067150891-52;Ítalo E F Mayrink;ÍMayr067;May291
087030490-05;Vinicius F B Cruz;VCruz087;Cru551
100634849-38;Larissa A G Neves;LNeve100;Nev513
108496461-09;Stephanie B C Alves;SAlve108;Alv105
097475837-41;Ana D A Freire;AFrei097;Fre988
078683624-57;Luis F B Viçoso;LViço078;Viç965
075420933-02;Daniel E E Freire;DFrei075;Fre810
071846198-21;Leonardo E A Leão;LLeão071;Leã541
104769400-67;Arthur G A Santos;ASant104;San647
089193370-05;Renato C C Leite;RLeit089;Lei888
090359952-34;Matheus G B Silva;MSilv090;Sil642
067852759-08;Leonardo D C Lacerda;LLace067;Lac636
088931606-35;Dario E C Lutkenhaus;DLutk088;Lut577
073851442-51;Felipe G F Leite;FLeit073;Lei785
061489075-08;Geovanna F B Gomes;GGome061;Gom223
076348108-54;Luis A A Abdalla;LAbda076;Abd665
093898228-09;Ronilson G A Moreira;RMore093;Mor757
074055838-29;Arthur D E Ramos;ARamo074;Ram183
089598354-57;Petrônio F G Neves;PNeve089;Nev104
044026299-68;Erik D C Vianna;EVian044;Via765
102231579-00;Felipe G C Borges;FBorg102;Bor972
088142431-70;Fabio F B Neves;FNeve088;Nev666
060429669-36;Joao G E Fraga;JFrag060;Fra921
060876697-13;Vinicius F E Batista;VBati060;Bat538
062596033-56;Pedro C B Leite;PLeit062;Lei938
101994571-09;Felipe D E Cruz;FCruz101;Cru600
079683030-89;Daniel B A Soares;DSoar079;Soa533
111815590-58;Davi C E Nunes;DNune111;Nun323
057687905-68;Carlos C F Silva;CSilv057;Sil413
065978541-61;Lucas C E Leite;LLeit065;Lei603
096711717-96;Joao F D Cruz;JCruz096;Cru443
053787356-75;Lucas G G Ramos;LRamo053;Ram255
049117223-00;Geovanna C C Moreira;GMore049;Mor712
061547927-90;Stephany A D Nascimento;SNasc061;Nas323
088066157-09;Gabriel E F Fraga;GFrag088;Fra790
103925379-41;Felipe E B Neves;FNeve103;Nev659
098372152-21;Raissa A D Cruz;RCruz098;Cru123
107244021-53;Stephany D C Soares;SSoar107;Soa775
047237698-46;Larissa C D Pinho;LPinh047;Pin612
043265069-18;Helena G F Couto;HCout043;Cou274
069587980-19;Gabriel G E Campos;GCamp069;Cam106
045101259-52;Ítalo C C Pires;ÍPire045;Pir409
057507979-73;Guilherme E E Batista;GBati057;Bat844
042530876-05;Arthur A B Guerra;AGuer042;Gue238
058908924-64;Erckson B B Santos;ESant058;San702
065226942-23;Pedro D C Lutkenhaus;PLutk065;Lut974
077636669-21;Arthur B C Silva;ASilv077;Sil924
104208797-51;Erckson F B Assis;EAssi104;Ass273
041649366-70;Davi D C Assis;DAssi041;Ass557
066549632-88;Petrônio F B Viçoso;PViço066;Viç243
107300862-75;Ronilson C C Assis;RAssi107;Ass574
047734951-82;Joao A C Nascimento;JNasc047;Nas294
064323990-60;Guilherme G A Leite;GLeit064;Lei830
087684881-40;Ítalo G B Borges;ÍBorg087;Bor744
086361917-47;Geovanna F C Guerra;GGuer086;Gue259
100083688-76;Davi G G Silva;DSilv100;Sil421
066436129-80;Lucas C F Nascimento;LNasc066;Nas900
062368936-84;Pedro B A Fraga;PFrag062;Fra318
086371578-73;Raissa F D Amaral;RAmar086;Ama655
085464838-83;Erckson C F Lima;ELima085;Lim378
073495687-06;Luis E D Nascimento;LNasc073;Nas696
071643536-66;Stephany F C Campos;SCamp071;Cam410
049896848-81;Daniel F B Lutkenhaus;DLutk049;Lut605
092125656-04;Ana C B Ramos;ARamo092;Ram442
111111837-37;Hugo F D Couto;HCout111;Cou489
051295217-46;Gabriel B E Amaral;GAmar051;Ama348
076305605-51;Matheus F A Lutkenhaus;MLutk076;Lut505
073659867-87;Leonardo D F Neves;LNeve073;Nev994
091397348-00;Helena G A Amaral;HAmar091;Ama960
103876036-15;Raissa B F Leão;RLeão103;Leã240
060196097-58;Felipe D B Souza;FSouz060;Sou538
094000970-67;Gustavo B A Batista;GBati094;Bat936
107177940-96;Ana B C Santos;ASant107;San342
093558338-19;Clarissa D G Matos;CMato093;Mat329
061734158-08;Erik G G Matos;EMato061;Mat240
055248658-28;Larissa D A Leão;LLeão055;Leã757
090867250-89;Gabriel A C Souza;GSouz090;Sou904
068564789-15;Leonardo E A Lacerda;LLace068;Lac720
099802628-69;Luis G G Braga;LBrag099;Bra490
040137566-62;Clarissa A G Matos;CMato040;Mat905
069151715-94;Stephanie A D Couto;SCout069;Cou503
108336425-17;Vinicius B E Leão;VLeão108;Leã982
068663018-28;Hugo G G Ramos;HRamo068;Ram858
064570793-02;Lucas F B Assis;LAssi064;Ass886
042484151-08;Petrônio B F Gomes;PGome042;Gom461
097979389-39;Lucas A E Fernandes;LFern097;Fer740
101674791-69;Eric F B Guimarães;EGuim101;Gui280
067478620-90;Fabio D A Viçoso;FViço067;Viç580
040734790-66;Renato E E Oliveira;ROliv040;Oli776
054753046-69;Stephanie C A Lutkenhaus;SLutk054;Lut776
046868279-51;Carlos C D Oliveira;COliv046;Oli332
042207519-90;Lucas D G Mayrink;LMayr042;May469
112338446-98;Albert F E Neves;ANeve112;Nev706
068364145-43;Weslley G D Moreira;WMore068;Mor416
053170902-93;Albert B A Moreira;AMore053;Mor709
044867948-97;Ian B C Fernandes;IFern044;Fer440
047721340-76;Stephanie A G Campos;SCamp047;Cam195
081564860-42;Dario C D Vianna;DVian081;Via125
071233455-79;Luis A D Braga;LBrag071;Bra875
055141400-45;Helena D C Batista;HBati055;Bat193
096125888-31;Hugo E A Souza;HSouz096;Sou967
042423486-78;Albert F B Viçoso;AViço042;Viç990
054420906-45;Joao B C Guimarães;JGuim054;Gui950
106593910-11;Arthur A D Fernandes;AFern106;Fer203
045506482-55;Joao A A Leite;JLeit045;Lei632
082249132-56;Pedro E C Nunes;PNune082;Nun357
102412141-84;Davi A B Leão;DLeão102;Leã420
074777176-80;Joao G B Matos;JMato074;Mat108
112529678-57;Stephanie E G Assis;SAssi112;Ass176
096573037-56;Pedro E G Silva;PSilv096;Sil443
086245726-64;Ítalo A F Ramos;ÍRamo086;Ram778
051721690-88;Albert E E Ramos;ARamo051;Ram274
059866987-55;Gustavo B C Cruz;GCruz059;Cru327
094505778-92;Ana D A Borges;ABorg094;Bor206
109419176-19;Pedro D G Abdalla;PAbda109;Abd210
061597922-49;Dario A E Pinho;DPinh061;Pin274
053108605-65;Arthur B D Mayrink;AMayr053;May944
106244182-57;Pedro E A Lima;PLima106;Lim205
095140584-75;Maria F B Freire;MFrei095;Fre101
065789222-90;Ítalo C E Pires;ÍPire065;Pir839
098484028-97;Matheus G B Campos;MCamp098;Cam921
058347803-49;Leonardo D A Braga;LBrag058;Bra326
055701176-23;Albert C E Matos;AMato055;Mat206
104561542-21;Pedro B B Abdalla;PAbda104;Abd560
079052906-91;Ana E C Braga;ABrag079;Bra988
081822373-16;Arthur D D Fraga;AFrag081;Fra410
043766000-86;Erckson E A Leão;ELeão043;Leã515
108978003-87;Ítalo A E Lacerda;ÍLace108;Lac128
070529461-17;Helena E D Mozany;HMoza070;Moz923
098534396-24;Ítalo G B Lima;ÍLima098;Lim139
056942092-15;Stephanie A G Santos;SSant056;San421
084911640-09;Ronilson E G Nunes;RNune084;Nun644
106994863-97;Vinicius C D Nascimento;VNasc106;Nas904
086123255-23;Albert E B Gomes;AGome086;Gom332
067163004-95;Davi D B Assis;DAssi067;Ass716
112583804-14;Fabio F E Campos;FCamp112;Cam609
067453715-79;Joao B G Borges;JBorg067;Bor742
043705555-82;Geovanna A B Matos;GMato043;Mat438
095219358-33;Felipe A C Leão;FLeão095;Leã705
096747745-46;Joao E B Matos;JMato096;Mat807
093852355-25;Hugo A A Moreira;HMore093;Mor468
085819340-73;Lucas D E Guimarães;LGuim085;Gui154
074170438-00;Joao A E Guerra;JGuer074;Gue948
047635527-12;Ian B E Alves;IAlve047;Alv708
069514881-58;Lucas G B Fraga;LFrag069;Fra728
043179287-00;Albert E F Batista;ABati043;Bat361
055388845-63;Arthur A E Matos;AMato055;Mat466
112477370-97;Matheus C G Fernandes;MFern112;Fer460
062495401-74;Ana F G Soares;ASoar062;Soa614
052228356-91;Stephany G E Fernandes;SFern052;Fer220
096521548-62;Felipe C D Lima;FLima096;Lim337
066979293-90;Carlos B C Neves;CNeve066;Nev793
106558884-76;Joao B B Oliveira;JOliv106;Oli699
086695918-77;Lucas D E Batista;LBati086;Bat399
112677652-62;Ana G A Lutkenhaus;ALutk112;Lut363
094362175-42;Pedro G A Leão;PLeão094;Leã527
106767334-59;Hugo D G Fernandes;HFern106;Fer350
085132713-90;Ana G G Gomes;AGome085;Gom246
058874080-57;Maria A D Gomes;MGome058;Gom646
113042830-40;Larissa A A Vianna;LVian113;Via993
087822127-00;Felipe F B Braga;FBrag087;Bra992
052832711-71;Ronilson A B Oliveira;ROliv052;Oli944
110519122-22;Arthur D C Freire;AFrei110;Fre251
064357777-46;Arthur B D Pires;APire064;Pir247
059373997-14;Larissa B C Nascimento;LNasc059;Nas622
094853584-42;Ítalo C A Leão;ÍLeão094;Leã691
100285544-36;Petrônio B A Moreira;PMore100;Mor759
062316457-41;Ronilson C E Nascimento;RNasc062;Nas395
111321348-65;Hugo A D Ritschel;HRits111;Rit583
071010619-04;Joao E D Pinho;JPinh071;Pin652
054100206-12;Maria A B Mayrink;MMayr054;May481
105541482-14;Erik A A Fraga;EFrag105;Fra132
059854047-14;Dario D G Mayrink;DMayr059;May643
059808570-26;Fabio E E Soares;FSoar059;Soa821
078394446-58;Leonardo D D Vianna;LVian078;Via448
100661253-61;Stephany G A Fernandes;SFern100;Fer366
070106589-98;Gustavo E C Freire;GFrei070;Fre258
066328074-39;Pedro B B Batista;PBati066;Bat349
110591088-33;Erckson B F Pires;EPire110;Pir182
073893406-32;Erckson A D Santos;ESant073;San941
103720237-89;Raissa B A Lacerda;RLace103;Lac573
051388628-20;Eric E G Moreira;EMore051;Mor347
097367536-44;Eric C A Neves;ENeve097;Nev444
083374391-07;Matheus F B Silva;MSilv083;Sil794
112313991-03;Daniel C E Matos;DMato112;Mat992
089525977-47;Erik B C Neves;ENeve089;Nev656
110677794-76;Fabio F C Assis;FAssi110;Ass674
090381391-55;Ana B C Oliveira;AOliv090;Oli575
101427838-46;Luis F C Cruz;LCruz101;Cru611
090319232-03;Arthur A D Campos;ACamp090;Cam292
041732658-25;Ronilson G E Lutkenhaus;RLutk041;Lut420
112291161-74;Albert C F Pires;APire112;Pir469
100154693-90;Petrônio A G Guerra;PGuer100;Gue731
085437265-65;Ronilson E C Batista;RBati085;Bat490
087302326-02;Weslley B G Mayrink;WMayr087;May661
112307218-09;Ana E E Freire;AFrei112;Fre742
091669249-99;Renato A C Neves;RNeve091;Nev237
078369398-49;Leonardo B C Gomes;LGome078;Gom156
099014780-94;Arthur A G Silva;ASilv099;Sil310
040091670-83;Daniel B G Soares;DSoar040;Soa761
041642529-49;Hugo F F Ritschel;HRits041;Rit945
099940999-20;Ian E F Oliveira;IOliv099;Oli678
095921998-75;Ítalo C G Nunes;ÍNune095;Nun857
042712329-70;Vinicius B G Couto;VCout042;Cou394
052138351-56;Arthur A C Freire;AFrei052;Fre479
113992984-14;Arthur C F Alves;AAlve113;Alv702
112455937-19;Ian A B Silva;ISilv112;Sil458
089891278-94;Ítalo F A Guerra;ÍGuer089;Gue932
102339310-10;Arthur E A Guerra;AGuer102;Gue698
107970202-62;Hugo E B Lima;HLima107;Lim377
105550666-51;Guilherme D B Nunes;GNune105;Nun775
049446306-61;Ana G B Santos;ASant049;San448
104077541-84;Arthur C G Souza;ASouz104;Sou606
041961803-63;Matheus A C Guimarães;MGuim041;Gui488
096073991-64;Erik D D Amaral;EAmar096;Ama997
092378532-92;Renato C A Santos;RSant092;San178
104457132-66;Dario D E Borges;DBorg104;Bor508
061756797-27;Luis D E Oliveira;LOliv061;Oli119
085839700-61;Helena A B Borges;HBorg085;Bor447
081468531-00;Erckson E D Soares;ESoar081;Soa754
097238657-60;Raissa C B Pires;RPire097;Pir488
046584299-01;Clarissa C E Neves;CNeve046;Nev817
097210336-77;Luis D A Gomes;LGome097;Gom617
093496389-09;Dario G F Gomes;DGome093;Gom674
051899215-37;Arthur C C Batista;ABati051;Bat204
072667509-36;Maria F C Leão;MLeão072;Leã235
052310663-03;Daniel A C Soares;DSoar052;Soa743
111509434-45;Leonardo G E Pires;LPire111;Pir280
074712650-27;Davi G B Mozany;DMoza074;Moz165
098400150-36;Arthur C A Moreira;AMore098;Mor531
070845259-40;Helena E G Guerra;HGuer070;Gue164
083663109-45;Luis C G Pires;LPire083;Pir189
065009512-80;Leonardo C E Vianna;LVian065;Via573
049210513-36;Ítalo F E Braga;ÍBrag049;Bra833
053131777-28;Matheus G A Nascimento;MNasc053;Nas855
076820052-48;Dario E F Alves;DAlve076;Alv579
102368269-94;Gustavo A G Gomes;GGome102;Gom987
073150926-53;Larissa C B Borges;LBorg073;Bor567
054732190-31;Vinicius E A Oliveira;VOliv054;Oli936
079661297-54;Weslley B A Matos;WMato079;Mat549
091477257-42;Geovanna E F Lacerda;GLace091;Lac184
055670150-40;Luis E B Pires;LPire055;Pir923
093373496-33;Eric C F Mayrink;EMayr093;May267
073791966-54;Arthur B B Borges;ABorg073;Bor365
075044307-21;Eric E G Batista;EBati075;Bat616
110319452-21;Davi F G Lacerda;DLace110;Lac974
074488925-23;Matheus D A Borges;MBorg074;Bor837
080578027-03;Clarissa C G Nascimento;CNasc080;Nas638
085606176-55;Stephanie G B Abdalla;SAbda085;Abd294
045356570-72;Daniel F C Guerra;DGuer045;Gue383
077653763-74;Raissa E A Campos;RCamp077;Cam793
071916805-64;Geovanna B E Lutkenhaus;GLutk071;Lut806
045555093-33;Daniel F B Couto;DCout045;Cou803
073560185-76;Ítalo D C Batista;ÍBati073;Bat640
094766377-36;Arthur G G Ritschel;ARits094;Rit499
050355430-06;Geovanna F F Gomes;GGome050;Gom715
049231738-86;Ana G F Oliveira;AOliv049;Oli181
074018672-87;Gustavo D C Matos;GMato074;Mat935
057075655-19;Helena F B Abdalla;HAbda057;Abd811
109127369-49;Ronilson C E Freire;RFrei109;Fre380
040268600-79;Hugo G F Guerra;HGuer040;Gue117
072296660-22;Davi B E Freire;DFrei072;Fre130
101993218-17;Ronilson A B Pires;RPire101;Pir820
055693890-59;Erik A F Braga;EBrag055;Bra670
078418056-33;Clarissa G E Pinho;CPinh078;Pin609
090081744-75;Geovanna A D Cruz;GCruz090;Cru305
111539251-67;Lucas G G Oliveira;LOliv111;Oli580
070018877-79;Erik E G Lacerda;ELace070;Lac886
044732599-98;Erckson A G Fraga;EFrag044;Fra738
